dates,campaign_id,campaign_name,creative_name,ad_id,total_spent,impressions,clicks,leads,platform,ad_set_name,ad_set_id,click_through_rate
2024-10-08,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,1605.36,18066.0,77.0,9.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.42621498948300673
2024-10-08,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,1211.06,18626.0,47.0,6.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.2523354450767744
2024-10-08,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,4319.67,46198.0,164.0,35.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.35499372267197715
2024-10-08,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,3463.68,74446.0,290.0,19.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.3895440990785267
2024-10-08,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,757.32,12598.0,31.0,7.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.24607080488966504
2024-10-07,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,1545.89,18265.0,94.0,16.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.5146454968519025
2024-10-07,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,801.21,13155.0,28.0,10.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.21284682630178642
2024-10-07,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,4678.65,54932.0,192.0,37.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3495230466758902
2024-10-07,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Transform_Ideas_Static_240924,120212409252830229,333.26,6747.0,26.0,3.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.3853564547206166
2024-10-07,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,2698.62,50467.0,213.0,17.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.42205797848098753
2024-10-07,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,839.14,10548.0,25.0,4.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.23701175578308684
2024-10-06,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,5776.86,64022.0,192.0,27.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.29989691043703726
2024-10-06,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,551.73,5872.0,28.0,4.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.4768392370572207
2024-10-06,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,622.2,11434.0,35.0,7.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.30610460031485043
2024-10-06,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Transform_Ideas_Static_240924,120212409252830229,404.07,6842.0,30.0,4.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.43846828412744815
2024-10-06,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Regula_VS_Tech_Static_240924,120212409196250229,52.14,439.0,1.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.22779043280182232
2024-10-06,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,2266.6,34649.0,166.0,14.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.4790903056365263
2024-10-06,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,1232.2,14856.0,42.0,9.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.28271405492730206
2024-10-05,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Regula_VS_Tech_Static_240924,120212341312480229,14.35,394.0,2.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.5076142131979695
2024-10-05,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,5775.97,62659.0,232.0,46.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3702580634864904
2024-10-05,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,138.58,1545.0,13.0,2.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.8414239482200648
2024-10-05,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,390.35,7802.0,22.0,3.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.2819789797487824
2024-10-05,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Transform_Ideas_Static_240924,120212409252830229,378.69,6538.0,18.0,4.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.2753135515448149
2024-10-05,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Are_you_ready_Static_200924,120212409143940229,117.22,2295.0,9.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.39215686274509803
2024-10-05,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Regula_VS_Tech_Static_240924,120212409196250229,26.17,268.0,2.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.7462686567164178
2024-10-05,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,1859.12,33001.0,121.0,11.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.3666555558922457
2024-10-05,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,1272.04,18165.0,63.0,13.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.3468208092485549
2024-10-05,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,1.2_Cr_Static_200924,120212409341690229,11.65,119.0,2.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,1.680672268907563
2024-10-04,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,5729.45,64260.0,222.0,44.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.34547152194211017
2024-10-04,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,267.84,2153.0,11.0,3.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.5109150023223409
2024-10-04,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Transform_Ideas_Static_240924,120212341286500229,349.6,3344.0,17.0,4.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.5083732057416268
2024-10-04,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Are_you_ready_Static_200924,120212409143940229,1209.6,27955.0,79.0,3.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.2825970309425863
2024-10-04,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Regula_VS_Tech_Static_240924,120212409196250229,33.05,500.0,2.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.4
2024-10-04,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Next_Gen_Leadership_Static_200924,120212409403010229,56.32,1208.0,8.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.6622516556291391
2024-10-04,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,1465.9,26312.0,121.0,11.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.459866220735786
2024-10-04,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,920.01,15744.0,32.0,5.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.20325203252032523
2024-10-04,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,1.2_Cr_Static_200924,120212409341690229,29.68,484.0,4.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.8264462809917356
2024-10-03,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,6280.7,78108.0,271.0,49.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.34695549751625954
2024-10-03,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,480.48,13316.0,29.0,4.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.2177831180534695
2024-10-03,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Regula_VS_Tech_Static_240924,120212409196250229,56.13,720.0,3.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.4166666666666667
2024-10-03,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Are_you_ready_Static_200924,120212409143940229,1638.64,32757.0,105.0,6.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.32054217419177583
2024-10-03,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,596.56,11180.0,46.0,5.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.4114490161001789
2024-10-03,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,1353.93,20174.0,62.0,14.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.3073262615247348
2024-10-02,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,68.73,486.0,2.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.411522633744856
2024-10-02,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Next_Gen_Leadership_Static_200924,120212409403010229,753.54,19508.0,44.0,3.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.2255484929259791
2024-10-02,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,6216.73,75678.0,266.0,56.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.35148920426015484
2024-10-02,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,641.35,13852.0,44.0,7.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3176436615651169
2024-10-02,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,953.94,16093.0,60.0,9.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.37283290871807623
2024-10-02,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,1.2_Cr_Static_200924,120212409341690229,38.05,1100.0,2.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.18181818181818182
2024-10-02,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,688.6,15209.0,51.0,3.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.33532776645407325
2024-10-02,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Are_you_ready_Static_200924,120212409143940229,1079.69,16411.0,74.0,7.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.4509170678203644
2024-10-01,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,6342.98,71128.0,221.0,56.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3107074569789675
2024-10-01,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Next_Gen_Leadership_Static_200924,120212285593960229,6.79,33.0,1.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,3.0303030303030303
2024-10-01,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,684.78,12513.0,38.0,5.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3036841684647966
2024-10-01,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,1.2_Cr_Static_200924,120212409341690229,1313.24,26675.0,64.0,4.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.23992502343017805
2024-10-01,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Regula_VS_Tech_Static_240924,120212409196250229,995.17,16708.0,45.0,6.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.2693320564998803
2024-10-01,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,468.86,9259.0,43.0,3.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.46441300356409976
2024-10-01,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,196.26,2637.0,8.0,2.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.30337504740235116
2024-09-30,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,5856.71,50579.0,189.0,47.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3736728681864015
2024-09-30,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,508.9,8572.0,18.0,7.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.2099860009332711
2024-09-30,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,3054.13,47350.0,155.0,21.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.3273495248152059
2024-09-29,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,5.26,40.0,1.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,2.5
2024-09-29,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Transform_Ideas_Static_240924,120212341286500229,158.22,893.0,4.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.4479283314669653
2024-09-29,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,829.67,10770.0,37.0,8.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3435468895078923
2024-09-29,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,5846.27,45267.0,218.0,71.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.48158702807784926
2024-09-29,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,3108.07,38131.0,105.0,20.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.2753664996984081
2024-09-28,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,3840.53,31161.0,143.0,40.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.458906967042136
2024-09-28,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Transform_Ideas_Static_240924,120212341286500229,85.8,492.0,3.0,2.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.6097560975609756
2024-09-28,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,909.48,8531.0,40.0,10.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.4688782088852421
2024-09-28,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Transform_Ideas_Static_240924,120212409252830229,162.17,1799.0,5.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.27793218454697055
2024-09-28,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,2395.92,16173.0,76.0,17.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.46991900080380883
2024-09-27,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,1574.59,15223.0,71.0,20.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.4663995270314656
2024-09-27,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,4868.88,37545.0,148.0,33.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.39419363430550003
2024-09-27,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Are_you_ready_Static_200924,120212409143940229,198.71,2348.0,6.0,2.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.2555366269165247
2024-09-27,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Transform_Ideas_Static_240924,120212409252830229,584.76,9748.0,30.0,3.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.30775543701272057
2024-09-27,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Next_Gen_Leadership_Static_200924,120212409403010229,746.61,13475.0,53.0,2.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.3933209647495362
2024-09-27,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,India's_First_Tech_MBA_Static_200924,120212409290100229,230.57,4170.0,8.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.19184652278177458
2024-09-27,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,1006.13,14290.0,57.0,8.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.3988803358992302
2024-09-26,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,4363.17,42475.0,127.0,35.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.29899941141848146
2024-09-26,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Drive_Innovation_Static_240924,120212340956180229,1008.8,27537.0,67.0,3.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.24330900243309003
2024-09-26,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Transform_Ideas_Static_240924,120212341286500229,6.75,34.0,1.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,2.941176470588235
2024-09-26,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Regula_VS_Tech_Static_240924,120212340888700229,1141.81,24549.0,63.0,4.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.2566295979469632
2024-09-26,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Drive_Innovation_Static_240924,120212409232300229,84.67,1002.0,5.0,2.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.499001996007984
2024-09-26,120212409143760229,MBA_Tech_C-2_Lead_Gen-3_260924,Transform_Ideas_Static_240924,120212409252830229,100.02,1269.0,4.0,1.0,Facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,0.31520882584712373
2024-09-26,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,740.77,6397.0,30.0,10.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.46896982960762856
2024-09-25,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Any_Function_Any_Field_Static_200924,120212285633300229,164.0,1741.0,6.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.34462952326249285
2024-09-25,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,1.2_Cr_Static_200924,120212267697290229,106.92,787.0,6.0,1.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.7623888182973316
2024-09-25,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,India's_First_Tech_MBA_Static_200924,120212267644900229,84.78,1577.0,4.0,1.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.2536461636017755
2024-09-25,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,4477.98,52256.0,186.0,46.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3559399877526026
2024-09-25,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Drive_Innovation_Static_240924,120212340956180229,1197.69,35401.0,87.0,3.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.2457557696110279
2024-09-25,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Regula_VS_Tech_Static_240924,120212340888700229,1229.23,28922.0,86.0,12.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.2973514971302123
2024-09-25,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,66.41,971.0,9.0,4.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.9268795056642637
2024-09-25,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Regula_VS_Tech_Static_240924,120212341312480229,5.75,27.0,1.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,3.7037037037037033
2024-09-25,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,13.22,132.0,2.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,1.5151515151515151
2024-09-24,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Any_Function_Any_Field_Static_200924,120212285633300229,834.07,6843.0,34.0,8.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.4968581031711238
2024-09-24,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,1.2_Cr_Static_200924,120212267697290229,306.08,5633.0,18.0,1.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.3195455352387715
2024-10-13,340811576,MBATech_C2_LeadGen-1_240924,Next_Gen_Leadership_Static-3_240924,524459346,103.88,152.0,0.0,0.0,LinkedIn,linkedin_ad,-1.0,0.0
2024-09-24,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Are_you_ready_Static_200924,120212267617770229,1450.14,32874.0,70.0,6.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.2129342337409503
2024-09-24,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,India's_First_Tech_MBA_Static_200924,120212267644900229,554.42,10806.0,31.0,2.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.28687766055894875
2024-09-24,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Next_Gen_Leadership_Static_200924,120212267497030229,374.3,9436.0,22.0,2.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.23314963967782956
2024-09-24,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,1.2_Cr_Static_200924,120212285781150229,4619.51,45184.0,174.0,57.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.3850920679886685
2024-09-24,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Drive_Innovation_Static_240924,120212340956180229,1135.97,29021.0,82.0,9.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.28255401261155716
2024-09-24,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,India's_First_Tech_MBA_Static_200924,120212285739390229,60.45,552.0,4.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,0.7246376811594203
2024-09-24,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Transform_Ideas_Static_240924,120212340999880229,454.37,9402.0,24.0,5.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.2552648372686663
2024-09-24,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Regula_VS_Tech_Static_240924,120212340888700229,62.03,1106.0,7.0,2.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.6329113924050633
2024-09-24,120212285593820229,MBA_Tech_C-2_Lead_Gen-2_210924,Drive_Innovation_Static_240924,120212341302630229,10.17,69.0,1.0,1.0,Facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,1.4492753623188406
2024-09-23,120212266582340229,MBATech_C2_Program_Lead_Gen-1_200924,Are_you_ready_Static_200924,120212267617770229,3063.45,79472.0,192.0,16.0,Facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,0.24159452385745925
